name,id,artist_popularity,artist_genre,artist_track,likable
Brand of Sacrifice,4d6Rawrese4OLF1zZCztod,55,"['deathcore', 'progressive deathcore', 'slamming deathcore', 'symphonic deathcore']",4d6Rawrese4OLF1zZCztod,0
Chris Stapleton,4YLtscXsxbVgi031ovDDdh,81,"['contemporary country', 'outlaw country']",4YLtscXsxbVgi031ovDDdh,0
Ben Böhmer,5tDjiBYUsTqzd0RkTZxK7u,69,[],5tDjiBYUsTqzd0RkTZxK7u,0
August Burns Red,5p9CTsn5ueGU4oScNX1axu,59,"['christian metal', 'christian metalcore', 'deathcore', 'melodic metalcore', 'metalcore', 'screamo']",5p9CTsn5ueGU4oScNX1axu,0
Great American Ghost,2KEWeLDHDztMs2phLYTcRX,35,['metallic hardcore'],2KEWeLDHDztMs2phLYTcRX,0
Luke Combs,718COspgdWOnwOFpJHRZHS,84,"['contemporary country', 'country', 'country road']",718COspgdWOnwOFpJHRZHS,0
Distinguisher,2SAUkgFRLdVSLxMzT85HSc,32,"['downtempo deathcore', 'metallic hardcore', 'progressive deathcore']",2SAUkgFRLdVSLxMzT85HSc,0
Tygers Of Pan Tang,1MZ8NERIuOS610KBhr6yna,43,"['album rock', 'hard rock', 'metal', 'modern hard rock', 'nwobhm']",1MZ8NERIuOS610KBhr6yna,0
Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,68,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",0bzfPKdbXL5ezYW2z3UGQj,0
Lykke Li,6oBm8HB0yfrIc9IHbxs6in,73,"['art pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",6oBm8HB0yfrIc9IHbxs6in,0
TAEYEON,3qNVuliS40BLgXGxhdBdqu,74,['k-pop'],3qNVuliS40BLgXGxhdBdqu,0
BTS,3Nrfpe0tUJi4K4DXYWgMUX,96,"['k-pop', 'k-pop boy group']",3Nrfpe0tUJi4K4DXYWgMUX,0
Hippie Sabotage,4dM6NDYSfLcspt8GLoT5aE,74,"['edm', 'electronic trap']",4dM6NDYSfLcspt8GLoT5aE,0
Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,80,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",1HBjj22wzbscIZ9sEb5dyf,0
Kacey Musgraves,70kkdajctXSbqSMJbQO424,75,"['contemporary country', 'country dawn', 'pop', 'texas country']",70kkdajctXSbqSMJbQO424,0
Fantastic Negrito,5QXLMdpKeByOo5ypH9gT13,53,"['bay area indie', 'modern blues', 'modern blues rock']",5QXLMdpKeByOo5ypH9gT13,0
Candlemass,7zDtfSB0AOZWhpuAHZIOw5,46,"['death metal', 'doom metal', 'epic doom', 'hard rock', 'metal', 'opera metal', 'swedish doom metal', 'swedish metal']",7zDtfSB0AOZWhpuAHZIOw5,0
Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,80,"['contemporary country', 'country', 'country road']",0BvkDsjIUla7X0k6CSWh1I,0
Ingested,0EziqO4Mehje1x6hA1Fg2m,42,"['brutal death metal', 'deathcore', 'progressive deathcore', 'slam death metal', 'slamming deathcore']",0EziqO4Mehje1x6hA1Fg2m,0
Brett Eldredge,0qSX3s5pJnAlSsgsCne8Cz,66,"['adult standards', 'contemporary country', 'country', 'country road', 'modern country rock']",0qSX3s5pJnAlSsgsCne8Cz,0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,88,['brooklyn drill'],0eDvMgVFoNV3TpwtrVCoTj,0
Queensrÿche,2OgUPVlWYgGBGMefZgGvCO,60,"['album rock', 'glam metal', 'hard rock', 'metal', 'progressive metal', 'rock', 'us power metal']",2OgUPVlWYgGBGMefZgGvCO,0
Klangkarussell,041iTeoMIwXMlShuQPIVKo,67,"['austrian pop', 'deep house', 'tropical house']",041iTeoMIwXMlShuQPIVKo,0
Lady A,32WkQRZEVKSzVAAYqukAEA,73,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",32WkQRZEVKSzVAAYqukAEA,0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,88,['brooklyn drill'],0eDvMgVFoNV3TpwtrVCoTj,0
Matoma,4YXycRbyyAE0wozTk7QMEq,72,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",4YXycRbyyAE0wozTk7QMEq,0
Louis The Child,7wg1qvie3KqDNQbAkTdbX0,71,"['edm', 'electropop', 'pop', 'pop dance', 'tropical house']",7wg1qvie3KqDNQbAkTdbX0,0
French For Rabbits,0g6VRF5TU1BM5FvK0yKyS2,38,"['indie folk', 'nz folk', 'nz indie', 'wellington indie']",0g6VRF5TU1BM5FvK0yKyS2,0
Julie Bergan,2Tg0aF5cbZktYFzgR1iAKv,64,['norwegian pop'],2Tg0aF5cbZktYFzgR1iAKv,0
Vein.fm,5NU7mpGqMvlZpq63RajHOH,47,"['dreamo', 'mathcore', 'metallic hardcore']",5NU7mpGqMvlZpq63RajHOH,0
Praying Mantis,7rWdpyAaKzEA0jdP0WgLG0,37,['nwobhm'],7rWdpyAaKzEA0jdP0WgLG0,0
Angel Forrest,3kZNky4VEHNviUvh6zNRal,21,[],3kZNky4VEHNviUvh6zNRal,0
Polo G,6AgTAQt8XS6jRWi4sX7w49,90,['chicago rap'],6AgTAQt8XS6jRWi4sX7w49,0
Timo Tolkki’s Avalon,6UkYfNV9Y4kp00UT4D2djV,32,"['christian power metal', 'melodic metal', 'power metal', 'symphonic power metal']",6UkYfNV9Y4kp00UT4D2djV,0
Tep No,7MlotYZhHjOlXcvmwrITj8,61,"['deep house', 'deep tropical house', 'indie poptimism', 'indie soul', 'new french touch', 'tropical house', 'vapor soul']",7MlotYZhHjOlXcvmwrITj8,0
Two Feet,5sWHDYs0csV6RS48xBl0tH,76,"['indie poptimism', 'modern rock', 'pop']",5sWHDYs0csV6RS48xBl0tH,0
Hayden James,4csQIMQm6vI2A2SCVDuM2z,68,"['aussietronica', 'edm', 'gauze pop', 'house', 'pop dance', 'tropical house']",4csQIMQm6vI2A2SCVDuM2z,0
KK's Priest,0bDUXDIVbwZC0NVw26b4D3,34,['metal'],0bDUXDIVbwZC0NVw26b4D3,0
Whitechapel,5274obTQJjzjyycRyJlfml,57,"['deathcore', 'melodic metalcore', 'metalcore', 'tennessee metal']",5274obTQJjzjyycRyJlfml,0
Tycho,5oOhM2DFWab8XhSdQiITry,62,"['chillwave', 'downtempo', 'electronica', 'indietronica', 'intelligent dance music']",5oOhM2DFWab8XhSdQiITry,0
King Von,6QtgPSJPSzcnn7dPZ4VINp,81,['chicago rap'],6QtgPSJPSzcnn7dPZ4VINp,0
Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,80,"['contemporary country', 'country', 'country road']",3FfvYsEGaIb52QPXhg4DcH,0
"Jimmy ""Duck"" Holmes",366oWbbebUqu4ovO0F0V5D,29,['delta blues'],366oWbbebUqu4ovO0F0V5D,0
Xander and the Peace Pirates,1fhcphVzvwgQduKI7OUDjy,23,[],1fhcphVzvwgQduKI7OUDjy,0
Ehrling,5wo7dlNLNdFmaaU7NTtdoT,63,['tropical house'],5wo7dlNLNdFmaaU7NTtdoT,0
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,79,"['contemporary country', 'country', 'country road', 'modern country rock']",6x2LnllRG5uGarZMsD4iO8,0
Pretty Lights,4iVhFmG8YCCEHANGeUUS9q,55,"['edm', 'glitch hop', 'jazztronica', 'livetronica']",4iVhFmG8YCCEHANGeUUS9q,0
Tom Odell,2txHhyCwHjUEpJjWrEyqyX,79,"['chill pop', 'pop']",2txHhyCwHjUEpJjWrEyqyX,0
Osiah,4zdj6e05Eh8uLVJ6V0V3Mu,32,"['deathcore', 'progressive deathcore', 'slamming deathcore']",4zdj6e05Eh8uLVJ6V0V3Mu,0
Russell Dickerson,1E2AEtxaFaJtH0lO7kgNKw,71,"['contemporary country', 'country', 'country road', 'modern country rock']",1E2AEtxaFaJtH0lO7kgNKw,0
Rising Steel,0R7Gm5z32NOYcpwScO1JSh,10,['french metal'],0R7Gm5z32NOYcpwScO1JSh,0
Luke Combs,718COspgdWOnwOFpJHRZHS,84,"['contemporary country', 'country', 'country road']",718COspgdWOnwOFpJHRZHS,0
Lauren Alaina,1v3tdpIdBSW14rHUfiEVOv,71,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']",1v3tdpIdBSW14rHUfiEVOv,0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,88,['brooklyn drill'],0eDvMgVFoNV3TpwtrVCoTj,0
King Von,6QtgPSJPSzcnn7dPZ4VINp,81,['chicago rap'],6QtgPSJPSzcnn7dPZ4VINp,0
Edward Maya,6XwwFnewNgWp81MYMK8zLq,68,"['dance pop', 'romanian house', 'romanian pop']",6XwwFnewNgWp81MYMK8zLq,0
Rhapsody Of Fire,2GnCQNJbs4xqFulqAdAg2U,49,"['italian folk metal', 'italian metal', 'italian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",2GnCQNJbs4xqFulqAdAg2U,0
Joey Landreth,1n5S81eeVtaFs2vvo7p234,35,"['canadian folk', 'manitoba indie']",1n5S81eeVtaFs2vvo7p234,0
Benjamin Booker,7mZgBMpvaBziYQfc9TbJH5,43,"['modern blues', 'modern blues rock']",7mZgBMpvaBziYQfc9TbJH5,0
Convictions,0PNbGkwlV3farYnmoojYAY,38,"['christian metalcore', 'christian rock', 'melodic metalcore', 'metalcore']",0PNbGkwlV3farYnmoojYAY,0
Eric Bibb,2uNcfNhlVJUyEX0t0NG1m1,48,"['acoustic blues', 'blues', 'country blues', 'electric blues', 'modern blues', 'piedmont blues', 'roots rock']",2uNcfNhlVJUyEX0t0NG1m1,0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,88,['brooklyn drill'],0eDvMgVFoNV3TpwtrVCoTj,0
Ikson,0oaw4MsauBh5lIEBWqhi1r,53,['swedish tropical house'],0oaw4MsauBh5lIEBWqhi1r,0
Pantera,14pVkFUHDL207LzLHtSA18,72,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'texas metal']",14pVkFUHDL207LzLHtSA18,0
Old Dominion,6y8XlgIV8BLlIg1tT1R10i,73,"['contemporary country', 'country', 'country road']",6y8XlgIV8BLlIg1tT1R10i,0
Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ,79,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop']",7slfeZO9LsJbWgpkIoXBUJ,0
Louis The Child,7wg1qvie3KqDNQbAkTdbX0,71,"['edm', 'electropop', 'pop', 'pop dance', 'tropical house']",7wg1qvie3KqDNQbAkTdbX0,0
Old Dominion,6y8XlgIV8BLlIg1tT1R10i,73,"['contemporary country', 'country', 'country road']",6y8XlgIV8BLlIg1tT1R10i,0
Kneel Before the Death,3Gd8aErwIatbB6fw735SNK,21,['finnish metalcore'],3Gd8aErwIatbB6fw735SNK,0
CKay,048LktY5zMnakWq7PTtFrz,81,['afro r&b'],048LktY5zMnakWq7PTtFrz,0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,88,['brooklyn drill'],0eDvMgVFoNV3TpwtrVCoTj,0
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,76,"['contemporary country', 'country', 'country road']",3grHWM9bx2E9vwJCdlRv9O,0
Tep No,7MlotYZhHjOlXcvmwrITj8,61,"['deep house', 'deep tropical house', 'indie poptimism', 'indie soul', 'new french touch', 'tropical house', 'vapor soul']",7MlotYZhHjOlXcvmwrITj8,0
Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,82,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop']",64M6ah0SkkRsnPGtGiRAbb,0
Trinix,3HqP3nd8WI0VfHRhApPlan,70,"['bass trap', 'new french touch', 'tropical house']",3HqP3nd8WI0VfHRhApPlan,0
Gloryhammer,7dkEByOe0oHqc54qU4hwzV,55,"['british power metal', 'comic metal', 'melodic metal', 'power metal', 'scottish metal', 'symphonic metal']",7dkEByOe0oHqc54qU4hwzV,0
Kip Moore,2hJPr4lk7Q8SSvCVBl9fWM,66,"['contemporary country', 'country', 'country road', 'modern country rock']",2hJPr4lk7Q8SSvCVBl9fWM,0
ODESZA,21mKp7DqtSNHhCAU2ugvUw,74,"['chillwave', 'ninja']",21mKp7DqtSNHhCAU2ugvUw,0
Jack White,4FZ3j1oH43e7cukCALsCwf,68,"['alternative rock', 'blues rock', 'garage rock', 'garage rock revival', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",4FZ3j1oH43e7cukCALsCwf,0
ALIGN,4Yn4eqGITgZVZnOuRQNE2I,41,[],4Yn4eqGITgZVZnOuRQNE2I,0
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,80,"['anime', 'k-pop boy group']",5t5FqBwTcgKTaWmfEbwQY9,0
Tedeschi Trucks Band,2gFsmDBM0hkoZPmrO5EdyO,56,"['blues rock', 'country rock', 'double drumming', 'electric blues', 'jam band', 'modern blues', 'roots rock']",2gFsmDBM0hkoZPmrO5EdyO,0
G Herbo,5QdEbQJ3ylBnc3gsIASAT5,78,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap']",5QdEbQJ3ylBnc3gsIASAT5,0
King Diamond,5i0ph60TnwTlIGrOZAmcZa,49,"['danish metal', 'death metal', 'hard rock', 'metal', 'power metal', 'thrash metal']",5i0ph60TnwTlIGrOZAmcZa,0
Shallou,7C3Cbtr2PkH2l4tOGhtCsk,66,"['electropop', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",7C3Cbtr2PkH2l4tOGhtCsk,0
Polo G,6AgTAQt8XS6jRWi4sX7w49,90,['chicago rap'],6AgTAQt8XS6jRWi4sX7w49,0
Destruction,5d6KI8frPEo3qGsIL8Sak2,46,"['death metal', 'german metal', 'german thrash metal', 'metal', 'mexican metal', 'old school thrash', 'thrash metal']",5d6KI8frPEo3qGsIL8Sak2,0
Tiago PZK,5Y3MV9DZ0d87NnVm56qSY1,84,['trap argentino'],5Y3MV9DZ0d87NnVm56qSY1,0
Zac Brown Band,6yJCxee7QumYr820xdIsjo,76,"['contemporary country', 'country', 'country road', 'modern country rock']",6yJCxee7QumYr820xdIsjo,0
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,79,"['contemporary country', 'country', 'texas country']",6WY7D3jk8zTrHtmkqqo5GI,0
Ikson,0oaw4MsauBh5lIEBWqhi1r,53,['swedish tropical house'],0oaw4MsauBh5lIEBWqhi1r,0
Luke Winslow-King,1VN3hs1Ra3vupNT3zN3baC,39,"['michigan folk', 'michigan indie']",1VN3hs1Ra3vupNT3zN3baC,0
Kip Moore,2hJPr4lk7Q8SSvCVBl9fWM,66,"['contemporary country', 'country', 'country road', 'modern country rock']",2hJPr4lk7Q8SSvCVBl9fWM,0
NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,81,['memphis hip hop'],0ErzCpIMyLcjPiwT4elrtZ,0
Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,84,"['trap boricua', 'trap latino', 'trap triste']",5XJDexmWFLWOkjOEjOVX3e,0
David Nail,4DZGvSv2oMkBUnPz67E6z6,60,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",4DZGvSv2oMkBUnPz67E6z6,0
Earl St. Clair,0h9IuyuhaLBJWOpebvgTk5,44,[],0h9IuyuhaLBJWOpebvgTk5,0
Polo G,6AgTAQt8XS6jRWi4sX7w49,90,['chicago rap'],6AgTAQt8XS6jRWi4sX7w49,0
Thy Art Is Murder,3et9upNERQI5IYt5jEDTxM,56,"['australian metal', 'australian metalcore', 'deathcore', 'melodic metalcore', 'metalcore']",3et9upNERQI5IYt5jEDTxM,0
aespa,6YVMFz59CuY7ngCxTxjpxE,75,"['k-pop', 'k-pop girl group']",6YVMFz59CuY7ngCxTxjpxE,0
Polo G,6AgTAQt8XS6jRWi4sX7w49,90,['chicago rap'],6AgTAQt8XS6jRWi4sX7w49,0
Vulvodynia,3Gqp4F4hxnfH2txPKU5J2J,42,"['pornogrind', 'progressive deathcore', 'slamming deathcore', 'south african metal']",3Gqp4F4hxnfH2txPKU5J2J,0
The War and Treaty,6HhV0jtMMK5HYnYgG0xgtz,49,"['black americana', 'new americana']",6HhV0jtMMK5HYnYgG0xgtz,0
The Dialectic,14XLmlJANyh7F0RCOnvM31,32,"['deathcore', 'progressive deathcore']",14XLmlJANyh7F0RCOnvM31,0
Frankie Ballard,0dvKgSdNB2U1gfp6ZcekYi,57,"['contemporary country', 'country', 'country road', 'modern country rock']",0dvKgSdNB2U1gfp6ZcekYi,0
ODESZA,21mKp7DqtSNHhCAU2ugvUw,74,"['chillwave', 'ninja']",21mKp7DqtSNHhCAU2ugvUw,0
Aitana,7eLcDZDYHXZCebtQmVFL25,81,"['latin pop', 'latin talent show', 'spanish pop']",7eLcDZDYHXZCebtQmVFL25,0
Galantis,4sTQVOfp9vEMCemLw50sbu,81,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",4sTQVOfp9vEMCemLw50sbu,0
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,95,"['chicago rap', 'melodic rap']",4MCBfE4596Uoi2O4DtmEMz,0
Jai Wolf,24V5UY0nChKpnb1TBPJhCw,60,"['edm', 'electropop', 'future bass', 'indie poptimism', 'pop dance', 'tropical house', 'vapor soul', 'vapor twitch']",24V5UY0nChKpnb1TBPJhCw,0
Lamb of God,3JFsVIxOn7STeilPICkkB2,67,"['alternative metal', 'groove metal', 'melodic metalcore', 'metal', 'metalcore', 'nu metal', 'virginia metal']",3JFsVIxOn7STeilPICkkB2,0
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,95,"['chicago rap', 'melodic rap']",4MCBfE4596Uoi2O4DtmEMz,0
FRENSHIP,7xEFii6utZmQ61kX59HmLH,60,"['electropop', 'indie electropop', 'indie poptimism', 'la pop', 'pop dance', 'tropical house']",7xEFii6utZmQ61kX59HmLH,0
Lords of Black,5PgEqen6HcezHZRU1PJO0Z,40,"['melodic metal', 'symphonic power metal']",5PgEqen6HcezHZRU1PJO0Z,0
DEKKO,6ZvYYrrfpb1Z7kICDyxWQE,74,"['reggaeton colombiano', 'trap latino']",6ZvYYrrfpb1Z7kICDyxWQE,0
Sons Of Maria,2SfhiNVhk8w8xCQ89P3NPU,54,"['deep house', 'deep tropical house', 'house', 'new french touch', 'tropical house']",2SfhiNVhk8w8xCQ89P3NPU,0
Running Wild,7954VFaZClkL503srfV5PE,48,"['german metal', 'german power metal', 'hard rock', 'metal', 'neo-trad metal', 'old school thrash', 'pirate', 'power metal', 'speed metal']",7954VFaZClkL503srfV5PE,0
Tim McGraw,6roFdX1y5BYSbp60OTJWMd,76,"['contemporary country', 'country', 'country road']",6roFdX1y5BYSbp60OTJWMd,0
ayokay,4BzCdhJTyTS3gumq9xmymb,60,"['electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",4BzCdhJTyTS3gumq9xmymb,0
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,95,"['chicago rap', 'melodic rap']",4MCBfE4596Uoi2O4DtmEMz,0
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,77,"['k-pop', 'k-pop boy group']",1gBUSTR3TyDdTVFIaQnc02,0
Matoma,4YXycRbyyAE0wozTk7QMEq,72,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",4YXycRbyyAE0wozTk7QMEq,0
Shadow of Intent,76xrrejizyQpKukBIhnf3D,54,"['melodic deathcore', 'slamming deathcore', 'symphonic deathcore']",76xrrejizyQpKukBIhnf3D,0
The Black Keys,7mnBLXK823vNxN3UWB7Gfz,75,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",7mnBLXK823vNxN3UWB7Gfz,0
Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,80,"['contemporary country', 'country', 'country road']",0BvkDsjIUla7X0k6CSWh1I,0
TEN,3Q5Qep7ytrjVleNnMnntgQ,51,['k-pop'],3Q5Qep7ytrjVleNnMnntgQ,0
Flight Facilities,1lc8mnyGrCLtPhCoWjRxjM,66,"['alternative dance', 'aussietronica', 'australian dance', 'indie soul', 'nu disco']",1lc8mnyGrCLtPhCoWjRxjM,0
Marian Hill,1xHQO9GJIW9OXHxGBISYc5,61,['electropop'],1xHQO9GJIW9OXHxGBISYc5,0
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,95,"['chicago rap', 'melodic rap']",4MCBfE4596Uoi2O4DtmEMz,0
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,71,"['k-pop', 'k-pop girl group']",5V1qsQHdXNm4ZEZHWvFnqQ,0
Queensrÿche,2OgUPVlWYgGBGMefZgGvCO,60,"['album rock', 'glam metal', 'hard rock', 'metal', 'progressive metal', 'rock', 'us power metal']",2OgUPVlWYgGBGMefZgGvCO,0
Mentalist,0FqWOgn92qjlFjYcmoesrs,27,"['german power metal', 'melodic metal', 'melodic power metal', 'symphonic power metal']",0FqWOgn92qjlFjYcmoesrs,0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,88,['brooklyn drill'],0eDvMgVFoNV3TpwtrVCoTj,0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,88,['brooklyn drill'],0eDvMgVFoNV3TpwtrVCoTj,0
WOS,5YCc6xS5Gpj3EkaYGdjyNK,77,"['argentine indie', 'trap argentino']",5YCc6xS5Gpj3EkaYGdjyNK,0
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,95,"['chicago rap', 'melodic rap']",4MCBfE4596Uoi2O4DtmEMz,0
Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,71,"['contemporary country', 'country', 'country road', 'modern country rock']",1n2pb9Tsfe4SwAjmUac6YT,0
Astral Doors,0lc8BWRWnjTL78iCV21Bo9,33,"['melodic metal', 'neo classical metal', 'neo-trad metal', 'power metal', 'swedish heavy metal', 'swedish metal', 'symphonic power metal']",0lc8BWRWnjTL78iCV21Bo9,0
Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,88,['contemporary country'],4oUHIQIBe0LHzYfvXNW4QM,0
Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,88,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",2o5jDhtHVPhrJdv3cEQ99Z,0
Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,80,"['contemporary country', 'country', 'country road']",3FfvYsEGaIb52QPXhg4DcH,0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,88,['brooklyn drill'],0eDvMgVFoNV3TpwtrVCoTj,0
Pantera,14pVkFUHDL207LzLHtSA18,72,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'texas metal']",14pVkFUHDL207LzLHtSA18,0
Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,80,"['contemporary country', 'country', 'country road']",3FfvYsEGaIb52QPXhg4DcH,0
Humanity's Last Breath,7nKz8GVqHk0bUGmBm6wm3E,40,"['brutal deathcore', 'deathcore', 'djent', 'melodic metalcore', 'progressive deathcore', 'symphonic deathcore', 'thall']",7nKz8GVqHk0bUGmBm6wm3E,0
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,81,"['k-pop', 'k-pop boy group']",0ghlgldX5Dd6720Q3qFyQB,0
ODESZA,21mKp7DqtSNHhCAU2ugvUw,74,"['chillwave', 'ninja']",21mKp7DqtSNHhCAU2ugvUw,0
OH MY GIRL,2019zR22qK2RBvCqtudBaI,65,"['k-pop', 'k-pop girl group']",2019zR22qK2RBvCqtudBaI,0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,88,['brooklyn drill'],0eDvMgVFoNV3TpwtrVCoTj,0
Taylor Swift,06HL4z0CvFAxyc27GXpf02,98,['pop'],06HL4z0CvFAxyc27GXpf02,0
Overkill,0NmYchKQ8JIR9QHYJA0FRe,49,"['death metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'speed metal', 'thrash metal']",0NmYchKQ8JIR9QHYJA0FRe,0
The Band Perry,75FnCoo4FBxH5K1Rrx0k5A,63,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",75FnCoo4FBxH5K1Rrx0k5A,0
Veil Of Maya,2i7CQcVBh2K6uOR3CH09M1,55,"['deathcore', 'djent', 'melodic metalcore', 'metalcore', 'technical deathcore']",2i7CQcVBh2K6uOR3CH09M1,0
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,95,"['chicago rap', 'melodic rap']",4MCBfE4596Uoi2O4DtmEMz,0
Kevin Lake,3fl6aHqIakh3BULwkrpmJ2,38,[],3fl6aHqIakh3BULwkrpmJ2,0
Lorn,1PmVyfIR9KtCxbHWuga8E5,56,"['glitch hop', 'wonky']",1PmVyfIR9KtCxbHWuga8E5,0
Songhoy Blues,5fpQ5Qt2BKgoVBSMw4Z17Z,41,"['afropop', 'malian blues', 'world']",5fpQ5Qt2BKgoVBSMw4Z17Z,0
Maluma,1r4hJ1h58CWwUQe3MxPuau,89,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",1r4hJ1h58CWwUQe3MxPuau,0
Trinix,3HqP3nd8WI0VfHRhApPlan,70,"['bass trap', 'new french touch', 'tropical house']",3HqP3nd8WI0VfHRhApPlan,0
Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,75,"['contemporary country', 'country', 'country road', 'modern country rock']",4MoAOfV4ROWofLG3a3hhBN,0
Alien Weaponry,2vov4zolAP7zbIhB5CsIPm,46,['nz metal'],2vov4zolAP7zbIhB5CsIPm,0
STAYC,01XYiBYaoMJcNhPokrg0l0,73,"['k-pop', 'k-pop girl group']",01XYiBYaoMJcNhPokrg0l0,0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,88,['brooklyn drill'],0eDvMgVFoNV3TpwtrVCoTj,0
ODESZA,21mKp7DqtSNHhCAU2ugvUw,74,"['chillwave', 'ninja']",21mKp7DqtSNHhCAU2ugvUw,0
Les Gordon,4UqXejsLj7uwZmzQ9vkmg8,48,"['french indie pop', 'french indietronica', 'new french touch', 'tropical house']",4UqXejsLj7uwZmzQ9vkmg8,0
Bound in Fear,58P2qDnyWpUDoiCtfHvLTL,33,"['deathcore', 'downtempo deathcore', 'metallic hardcore', 'progressive deathcore', 'slamming deathcore']",58P2qDnyWpUDoiCtfHvLTL,0
Samantha Fish,5HsS48kuvghKcNpwOaAvB5,46,"['kc indie', 'modern blues', 'modern blues rock']",5HsS48kuvghKcNpwOaAvB5,0
The Bros. Landreth,7aW0i5ASfG998fHzkNDniL,41,"['canadian folk', 'deep new americana']",7aW0i5ASfG998fHzkNDniL,0
Taj Mahal,1aTDTChWWyiJH3SEnYrdVp,59,"['acoustic blues', 'blues', 'blues rock', 'classic rock', 'country blues', 'country rock', 'folk', 'folk rock', 'funk', 'harmonica blues', 'jazz blues', 'modern blues', 'roots rock', 'soul', 'traditional blues']",1aTDTChWWyiJH3SEnYrdVp,0
Lion's Share,4yIytMmJ2tx30YdMAMkDSo,29,"['melodic metal', 'neo-trad metal']",4yIytMmJ2tx30YdMAMkDSo,0
Kygo,23fqKkggKUBHNkbKtXEls4,85,"['edm', 'pop', 'pop dance', 'tropical house']",23fqKkggKUBHNkbKtXEls4,0
Ki:Theory,1mB4aweE1XGdjbFVFC8i5m,41,['electronic rock'],1mB4aweE1XGdjbFVFC8i5m,0
