danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.563,0.592,0,-12.65,1,0.0307,0.0775,4.7e-05,0.205,0.494,133.97,audio_features,0bKRE5gFjyTWdVe0kFO1EI,spotify:track:0bKRE5gFjyTWdVe0kFO1EI,https://api.spotify.com/v1/tracks/0bKRE5gFjyTWdVe0kFO1EI,https://api.spotify.com/v1/audio-analysis/0bKRE5gFjyTWdVe0kFO1EI,218986,4
0.497,0.942,4,-7.24,0,0.0625,0.0179,0.556,0.245,0.532,143.833,audio_features,2553RIVeLgIhJMLc50tiOe,spotify:track:2553RIVeLgIhJMLc50tiOe,https://api.spotify.com/v1/tracks/2553RIVeLgIhJMLc50tiOe,https://api.spotify.com/v1/audio-analysis/2553RIVeLgIhJMLc50tiOe,231133,4
0.64,0.641,0,-5.839,1,0.0327,0.192,0.0,0.361,0.433,79.964,audio_features,6iOZ51vV2cOitHEcwbiqPS,spotify:track:6iOZ51vV2cOitHEcwbiqPS,https://api.spotify.com/v1/tracks/6iOZ51vV2cOitHEcwbiqPS,https://api.spotify.com/v1/audio-analysis/6iOZ51vV2cOitHEcwbiqPS,195153,4
0.792,0.362,9,-9.444,1,0.0522,0.0612,0.00404,0.108,0.337,119.967,audio_features,4n4sP6IsWHXd41JQsSreMy,spotify:track:4n4sP6IsWHXd41JQsSreMy,https://api.spotify.com/v1/tracks/4n4sP6IsWHXd41JQsSreMy,https://api.spotify.com/v1/audio-analysis/4n4sP6IsWHXd41JQsSreMy,111629,4
0.545,0.785,2,-4.86,1,0.0338,0.0174,7.52e-05,0.0579,0.66,95.004,audio_features,4Vwe81G76J3A5yIW9HuJc2,spotify:track:4Vwe81G76J3A5yIW9HuJc2,https://api.spotify.com/v1/tracks/4Vwe81G76J3A5yIW9HuJc2,https://api.spotify.com/v1/audio-analysis/4Vwe81G76J3A5yIW9HuJc2,237842,4
0.609,0.365,10,-8.625,0,0.0284,0.211,0.000222,0.128,0.576,145.179,audio_features,52JI0KFFO2WcDRnn0Zx8Qb,spotify:track:52JI0KFFO2WcDRnn0Zx8Qb,https://api.spotify.com/v1/tracks/52JI0KFFO2WcDRnn0Zx8Qb,https://api.spotify.com/v1/audio-analysis/52JI0KFFO2WcDRnn0Zx8Qb,130965,4
0.744,0.636,4,-5.228,1,0.0277,0.104,1.32e-05,0.0785,0.932,94.994,audio_features,1XpfkdTWVqGnstBoAxyTjx,spotify:track:1XpfkdTWVqGnstBoAxyTjx,https://api.spotify.com/v1/tracks/1XpfkdTWVqGnstBoAxyTjx,https://api.spotify.com/v1/audio-analysis/1XpfkdTWVqGnstBoAxyTjx,232281,4
0.544,0.173,9,-10.787,0,0.048,0.909,8.82e-05,0.156,0.151,139.568,audio_features,37OncbdYIH17LClQc6upxP,spotify:track:37OncbdYIH17LClQc6upxP,https://api.spotify.com/v1/tracks/37OncbdYIH17LClQc6upxP,https://api.spotify.com/v1/audio-analysis/37OncbdYIH17LClQc6upxP,195049,4
0.581,0.647,11,-7.0,0,0.0291,0.0341,0.000326,0.126,0.552,104.87,audio_features,0Eh15hCNgj7GmOmRXDYYLf,spotify:track:0Eh15hCNgj7GmOmRXDYYLf,https://api.spotify.com/v1/tracks/0Eh15hCNgj7GmOmRXDYYLf,https://api.spotify.com/v1/audio-analysis/0Eh15hCNgj7GmOmRXDYYLf,194976,3
0.755,0.634,11,-5.906,1,0.0251,0.538,1.12e-06,0.061,0.462,126.955,audio_features,4xEfFMfnkO3fT68lp5AcWi,spotify:track:4xEfFMfnkO3fT68lp5AcWi,https://api.spotify.com/v1/tracks/4xEfFMfnkO3fT68lp5AcWi,https://api.spotify.com/v1/audio-analysis/4xEfFMfnkO3fT68lp5AcWi,272423,4
0.669,0.375,1,-8.196,1,0.0305,0.749,5.31e-06,0.123,0.419,82.512,audio_features,7sssTCZc5AuqhFvYZScsDt,spotify:track:7sssTCZc5AuqhFvYZScsDt,https://api.spotify.com/v1/tracks/7sssTCZc5AuqhFvYZScsDt,https://api.spotify.com/v1/audio-analysis/7sssTCZc5AuqhFvYZScsDt,185455,4
0.571,0.713,10,-5.751,1,0.0397,0.0953,1.11e-06,0.0798,0.587,94.989,audio_features,0R4L5mu0J1wBg4pCnjHT6n,spotify:track:0R4L5mu0J1wBg4pCnjHT6n,https://api.spotify.com/v1/tracks/0R4L5mu0J1wBg4pCnjHT6n,https://api.spotify.com/v1/audio-analysis/0R4L5mu0J1wBg4pCnjHT6n,145706,4
0.596,0.579,2,-6.701,1,0.0317,0.0567,0.000272,0.117,0.275,132.936,audio_features,5dyuhJ5KcXG3ll966Sw35P,spotify:track:5dyuhJ5KcXG3ll966Sw35P,https://api.spotify.com/v1/tracks/5dyuhJ5KcXG3ll966Sw35P,https://api.spotify.com/v1/audio-analysis/5dyuhJ5KcXG3ll966Sw35P,234381,4
0.501,0.737,6,-4.506,1,0.0413,0.00689,0.0,0.0684,0.497,150.05,audio_features,0JutI7TFCx0F6PnSeNUv9C,spotify:track:0JutI7TFCx0F6PnSeNUv9C,https://api.spotify.com/v1/tracks/0JutI7TFCx0F6PnSeNUv9C,https://api.spotify.com/v1/audio-analysis/0JutI7TFCx0F6PnSeNUv9C,225868,4
0.598,0.56,10,-8.943,1,0.0287,0.0308,0.85,0.109,0.0817,122.987,audio_features,5rMqpXOIVdZVzmYNJctvHB,spotify:track:5rMqpXOIVdZVzmYNJctvHB,https://api.spotify.com/v1/tracks/5rMqpXOIVdZVzmYNJctvHB,https://api.spotify.com/v1/audio-analysis/5rMqpXOIVdZVzmYNJctvHB,251316,4
0.515,0.521,5,-6.476,1,0.0299,0.0807,0.0,0.1,0.424,135.028,audio_features,2xQW9DXdnE1nW5sxlHZyLy,spotify:track:2xQW9DXdnE1nW5sxlHZyLy,https://api.spotify.com/v1/tracks/2xQW9DXdnE1nW5sxlHZyLy,https://api.spotify.com/v1/audio-analysis/2xQW9DXdnE1nW5sxlHZyLy,260662,4
0.555,0.465,7,-6.307,1,0.0297,0.271,2.53e-06,0.0944,0.463,162.972,audio_features,08UY8Nq7ZBvQLe8MSvE58i,spotify:track:08UY8Nq7ZBvQLe8MSvE58i,https://api.spotify.com/v1/tracks/08UY8Nq7ZBvQLe8MSvE58i,https://api.spotify.com/v1/audio-analysis/08UY8Nq7ZBvQLe8MSvE58i,198524,3
0.624,0.69,4,-5.926,1,0.0397,0.01,0.00015,0.211,0.587,160.011,audio_features,4acYed93farqdllt3dZquX,spotify:track:4acYed93farqdllt3dZquX,https://api.spotify.com/v1/tracks/4acYed93farqdllt3dZquX,https://api.spotify.com/v1/audio-analysis/4acYed93farqdllt3dZquX,221058,4
0.656,0.743,0,-7.723,1,0.0469,0.0305,0.000362,0.108,0.572,104.978,audio_features,46sZriG8yT184cuRxO5Vzv,spotify:track:46sZriG8yT184cuRxO5Vzv,https://api.spotify.com/v1/tracks/46sZriG8yT184cuRxO5Vzv,https://api.spotify.com/v1/audio-analysis/46sZriG8yT184cuRxO5Vzv,299609,4
0.508,0.607,2,-6.132,1,0.0298,0.0396,2.53e-06,0.134,0.339,75.0,audio_features,3y5BNYALfUZ6ZjN2Ui7kvY,spotify:track:3y5BNYALfUZ6ZjN2Ui7kvY,https://api.spotify.com/v1/tracks/3y5BNYALfUZ6ZjN2Ui7kvY,https://api.spotify.com/v1/audio-analysis/3y5BNYALfUZ6ZjN2Ui7kvY,215830,4
0.63,0.574,1,-6.956,1,0.0323,0.734,8.11e-05,0.0769,0.24,119.904,audio_features,23jkzDQmrzuvocUApxRR9C,spotify:track:23jkzDQmrzuvocUApxRR9C,https://api.spotify.com/v1/tracks/23jkzDQmrzuvocUApxRR9C,https://api.spotify.com/v1/audio-analysis/23jkzDQmrzuvocUApxRR9C,205784,4
0.64,0.291,9,-10.295,1,0.0275,0.824,0.000727,0.155,0.192,105.0,audio_features,6swgWHJ1A10QQmuMRgG4H4,spotify:track:6swgWHJ1A10QQmuMRgG4H4,https://api.spotify.com/v1/tracks/6swgWHJ1A10QQmuMRgG4H4,https://api.spotify.com/v1/audio-analysis/6swgWHJ1A10QQmuMRgG4H4,214000,4
0.498,0.47,5,-8.43,1,0.031,0.0578,1.39e-05,0.0757,0.228,169.884,audio_features,5JZxo55Tr9pr2CMGMx5Bs5,spotify:track:5JZxo55Tr9pr2CMGMx5Bs5,https://api.spotify.com/v1/tracks/5JZxo55Tr9pr2CMGMx5Bs5,https://api.spotify.com/v1/audio-analysis/5JZxo55Tr9pr2CMGMx5Bs5,238337,4
0.539,0.806,11,-5.398,0,0.0405,0.00105,0.00627,0.361,0.302,150.012,audio_features,1ixs3sJKlblenOlAImDMDl,spotify:track:1ixs3sJKlblenOlAImDMDl,https://api.spotify.com/v1/tracks/1ixs3sJKlblenOlAImDMDl,https://api.spotify.com/v1/audio-analysis/1ixs3sJKlblenOlAImDMDl,190093,4
0.725,0.535,0,-6.244,1,0.0232,0.443,0.000951,0.241,0.492,129.97,audio_features,74JnHwGT40Vtp7WmVyRlYV,spotify:track:74JnHwGT40Vtp7WmVyRlYV,https://api.spotify.com/v1/tracks/74JnHwGT40Vtp7WmVyRlYV,https://api.spotify.com/v1/audio-analysis/74JnHwGT40Vtp7WmVyRlYV,242216,4
0.657,0.475,11,-6.758,1,0.0306,0.297,3.28e-05,0.13,0.419,145.044,audio_features,0dXPg4ixOlJpu5KPHcrrRL,spotify:track:0dXPg4ixOlJpu5KPHcrrRL,https://api.spotify.com/v1/tracks/0dXPg4ixOlJpu5KPHcrrRL,https://api.spotify.com/v1/audio-analysis/0dXPg4ixOlJpu5KPHcrrRL,172170,4
0.637,0.58,10,-8.751,1,0.0243,0.357,4.99e-05,0.105,0.442,91.514,audio_features,6x5wmBvorikBS8ZDlRWiFA,spotify:track:6x5wmBvorikBS8ZDlRWiFA,https://api.spotify.com/v1/tracks/6x5wmBvorikBS8ZDlRWiFA,https://api.spotify.com/v1/audio-analysis/6x5wmBvorikBS8ZDlRWiFA,212214,4
0.548,0.76,6,-7.8,0,0.0484,0.0162,0.558,0.106,0.0379,128.0,audio_features,6pZyiO7HBTW4t2I0VaJvkB,spotify:track:6pZyiO7HBTW4t2I0VaJvkB,https://api.spotify.com/v1/tracks/6pZyiO7HBTW4t2I0VaJvkB,https://api.spotify.com/v1/audio-analysis/6pZyiO7HBTW4t2I0VaJvkB,230480,4
0.395,0.948,0,-3.934,1,0.154,0.0454,3.49e-06,0.0725,0.215,138.245,audio_features,6rnaJiT2Xpol7YDB7qTqcV,spotify:track:6rnaJiT2Xpol7YDB7qTqcV,https://api.spotify.com/v1/tracks/6rnaJiT2Xpol7YDB7qTqcV,https://api.spotify.com/v1/audio-analysis/6rnaJiT2Xpol7YDB7qTqcV,195240,4
0.48,0.873,1,-6.005,0,0.0466,0.0422,0.006,0.106,0.356,138.104,audio_features,5oMr12cKRKR4hSqFO7GE8h,spotify:track:5oMr12cKRKR4hSqFO7GE8h,https://api.spotify.com/v1/tracks/5oMr12cKRKR4hSqFO7GE8h,https://api.spotify.com/v1/audio-analysis/5oMr12cKRKR4hSqFO7GE8h,227747,4
0.638,0.519,7,-7.874,1,0.0294,0.638,0.0298,0.0535,0.496,98.004,audio_features,042TCux8bEdyxXNsWVHxIJ,spotify:track:042TCux8bEdyxXNsWVHxIJ,https://api.spotify.com/v1/tracks/042TCux8bEdyxXNsWVHxIJ,https://api.spotify.com/v1/audio-analysis/042TCux8bEdyxXNsWVHxIJ,214898,3
0.697,0.609,11,-7.697,0,0.0295,0.135,0.514,0.0864,0.606,135.017,audio_features,3Sod0B0qcUXVeVtkfQtevL,spotify:track:3Sod0B0qcUXVeVtkfQtevL,https://api.spotify.com/v1/tracks/3Sod0B0qcUXVeVtkfQtevL,https://api.spotify.com/v1/audio-analysis/3Sod0B0qcUXVeVtkfQtevL,274683,4
0.653,0.714,4,-9.749,0,0.0379,0.37,0.263,0.282,0.56,89.99,audio_features,3G13dRiUAJmEiz8DOnIfQw,spotify:track:3G13dRiUAJmEiz8DOnIfQw,https://api.spotify.com/v1/tracks/3G13dRiUAJmEiz8DOnIfQw,https://api.spotify.com/v1/audio-analysis/3G13dRiUAJmEiz8DOnIfQw,224016,4
0.388,0.155,6,-11.796,1,0.0393,0.939,7.57e-06,0.0997,0.0832,125.727,audio_features,11tMtdTaW8OoZOL0O0QaR8,spotify:track:11tMtdTaW8OoZOL0O0QaR8,https://api.spotify.com/v1/tracks/11tMtdTaW8OoZOL0O0QaR8,https://api.spotify.com/v1/audio-analysis/11tMtdTaW8OoZOL0O0QaR8,263049,4
