danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,likable
0.616,0.893,11,-3.588,1,0.0375,0.000937,0.0,0.111,0.567,111.959,audio_features,6W9W8dSswA8KNegvl3W97V,spotify:track:6W9W8dSswA8KNegvl3W97V,https://api.spotify.com/v1/tracks/6W9W8dSswA8KNegvl3W97V,https://api.spotify.com/v1/audio-analysis/6W9W8dSswA8KNegvl3W97V,218947,4,0
0.688,0.349,6,-7.182,0,0.27,0.241,0.685,0.374,0.433,169.773,audio_features,7tZdkPtebOG29TzPPHlsem,spotify:track:7tZdkPtebOG29TzPPHlsem,https://api.spotify.com/v1/tracks/7tZdkPtebOG29TzPPHlsem,https://api.spotify.com/v1/audio-analysis/7tZdkPtebOG29TzPPHlsem,144000,4,0
0.485,0.726,5,-4.2,1,0.0327,0.0603,1.75e-05,0.225,0.288,140.781,audio_features,4ABua0yuWcpTotImEEJTaw,spotify:track:4ABua0yuWcpTotImEEJTaw,https://api.spotify.com/v1/tracks/4ABua0yuWcpTotImEEJTaw,https://api.spotify.com/v1/audio-analysis/4ABua0yuWcpTotImEEJTaw,271907,4,0
0.458,0.982,2,-4.533,0,0.186,0.00349,4.66e-06,0.257,0.235,159.98,audio_features,23o9GMdOaEZp9DH0DxsOpP,spotify:track:23o9GMdOaEZp9DH0DxsOpP,https://api.spotify.com/v1/tracks/23o9GMdOaEZp9DH0DxsOpP,https://api.spotify.com/v1/audio-analysis/23o9GMdOaEZp9DH0DxsOpP,282467,4,0
0.461,0.424,5,-7.448,1,0.0716,0.821,0.0,0.0921,0.356,99.661,audio_features,0lkwcRAUa1LnzBisyKtAqg,spotify:track:0lkwcRAUa1LnzBisyKtAqg,https://api.spotify.com/v1/tracks/0lkwcRAUa1LnzBisyKtAqg,https://api.spotify.com/v1/audio-analysis/0lkwcRAUa1LnzBisyKtAqg,186000,4,0
0.564,0.567,0,-8.58,1,0.0254,0.192,0.00807,0.357,0.593,83.614,audio_features,44HwerWFM8qbpcDL6nJ0xS,spotify:track:44HwerWFM8qbpcDL6nJ0xS,https://api.spotify.com/v1/tracks/44HwerWFM8qbpcDL6nJ0xS,https://api.spotify.com/v1/audio-analysis/44HwerWFM8qbpcDL6nJ0xS,234274,4,0
0.572,0.802,7,-4.408,1,0.0807,0.0093,0.0,0.124,0.255,118.082,audio_features,5Mf84BbHYdrewDABZOH5H6,spotify:track:5Mf84BbHYdrewDABZOH5H6,https://api.spotify.com/v1/tracks/5Mf84BbHYdrewDABZOH5H6,https://api.spotify.com/v1/audio-analysis/5Mf84BbHYdrewDABZOH5H6,237960,4,0
0.475,0.723,10,-2.738,0,0.0521,0.0917,0.000678,0.0634,0.745,176.996,audio_features,1s7Max0epbgOzPtsFfh5d6,spotify:track:1s7Max0epbgOzPtsFfh5d6,https://api.spotify.com/v1/tracks/1s7Max0epbgOzPtsFfh5d6,https://api.spotify.com/v1/audio-analysis/1s7Max0epbgOzPtsFfh5d6,179311,3,0
0.485,0.701,8,-3.807,1,0.0288,0.039,0.0,0.0977,0.613,151.948,audio_features,2TAcwD5KcV9uY3O1tLGV15,spotify:track:2TAcwD5KcV9uY3O1tLGV15,https://api.spotify.com/v1/tracks/2TAcwD5KcV9uY3O1tLGV15,https://api.spotify.com/v1/audio-analysis/2TAcwD5KcV9uY3O1tLGV15,184920,4,0
0.774,0.959,1,-2.907,1,0.183,0.113,0.0,0.0902,0.86,114.989,audio_features,5UCTT2liT61iPL2cCV9Gto,spotify:track:5UCTT2liT61iPL2cCV9Gto,https://api.spotify.com/v1/tracks/5UCTT2liT61iPL2cCV9Gto,https://api.spotify.com/v1/audio-analysis/5UCTT2liT61iPL2cCV9Gto,210535,4,0
0.643,0.732,5,-6.762,0,0.0294,0.00681,4.57e-05,0.0606,0.181,102.979,audio_features,5jJnlACnwFvyqNXmUZu8Nd,spotify:track:5jJnlACnwFvyqNXmUZu8Nd,https://api.spotify.com/v1/tracks/5jJnlACnwFvyqNXmUZu8Nd,https://api.spotify.com/v1/audio-analysis/5jJnlACnwFvyqNXmUZu8Nd,224272,4,0
0.486,0.75,0,-8.237,0,0.0544,0.0141,0.00139,0.104,0.229,141.966,audio_features,6IVKiq8Xxhvg03MUtu5smv,spotify:track:6IVKiq8Xxhvg03MUtu5smv,https://api.spotify.com/v1/tracks/6IVKiq8Xxhvg03MUtu5smv,https://api.spotify.com/v1/audio-analysis/6IVKiq8Xxhvg03MUtu5smv,306347,4,0
0.811,0.588,1,-3.161,1,0.0464,0.128,0.0004,0.0929,0.553,107.022,audio_features,2qEoAz0i6yEz5dPggABcLH,spotify:track:2qEoAz0i6yEz5dPggABcLH,https://api.spotify.com/v1/tracks/2qEoAz0i6yEz5dPggABcLH,https://api.spotify.com/v1/audio-analysis/2qEoAz0i6yEz5dPggABcLH,226187,4,0
0.56,0.619,4,-3.013,1,0.0405,0.385,1.03e-06,0.247,0.561,77.881,audio_features,0DAjiINHQTnPnnY939Qyhw,spotify:track:0DAjiINHQTnPnnY939Qyhw,https://api.spotify.com/v1/tracks/0DAjiINHQTnPnnY939Qyhw,https://api.spotify.com/v1/audio-analysis/0DAjiINHQTnPnnY939Qyhw,222253,4,0
0.547,0.922,4,-6.352,1,0.0986,0.00211,0.0275,0.112,0.31,121.978,audio_features,7AkmjII5u3rtaec0240tBw,spotify:track:7AkmjII5u3rtaec0240tBw,https://api.spotify.com/v1/tracks/7AkmjII5u3rtaec0240tBw,https://api.spotify.com/v1/audio-analysis/7AkmjII5u3rtaec0240tBw,304932,4,0
0.387,0.98,10,-3.582,0,0.106,5.5e-05,0.00275,0.236,0.191,103.963,audio_features,4d9LsaHESzctVq4PcfZh24,spotify:track:4d9LsaHESzctVq4PcfZh24,https://api.spotify.com/v1/tracks/4d9LsaHESzctVq4PcfZh24,https://api.spotify.com/v1/audio-analysis/4d9LsaHESzctVq4PcfZh24,276359,4,0
0.9,0.4,0,-8.443,1,0.124,0.0501,0.0,0.0876,0.338,136.001,audio_features,0rTV5WefWd1J3OwIheTzxM,spotify:track:0rTV5WefWd1J3OwIheTzxM,https://api.spotify.com/v1/tracks/0rTV5WefWd1J3OwIheTzxM,https://api.spotify.com/v1/audio-analysis/0rTV5WefWd1J3OwIheTzxM,197487,4,0
0.677,0.747,4,-3.402,0,0.0738,0.0501,0.0,0.053,0.647,119.882,audio_features,17wECh3CzqeHm48pqm544P,spotify:track:17wECh3CzqeHm48pqm544P,https://api.spotify.com/v1/tracks/17wECh3CzqeHm48pqm544P,https://api.spotify.com/v1/audio-analysis/17wECh3CzqeHm48pqm544P,180213,4,0
0.688,0.61,11,-6.79,1,0.109,0.198,0.00154,0.114,0.201,88.995,audio_features,5xKXcU8tpSYz7C7wrMMYec,spotify:track:5xKXcU8tpSYz7C7wrMMYec,https://api.spotify.com/v1/tracks/5xKXcU8tpSYz7C7wrMMYec,https://api.spotify.com/v1/audio-analysis/5xKXcU8tpSYz7C7wrMMYec,151011,4,0
0.837,0.482,8,-8.608,0,0.365,0.268,0.0,0.0991,0.444,143.01,audio_features,2h4cmbyb6S7e8igDZIITJU,spotify:track:2h4cmbyb6S7e8igDZIITJU,https://api.spotify.com/v1/tracks/2h4cmbyb6S7e8igDZIITJU,https://api.spotify.com/v1/audio-analysis/2h4cmbyb6S7e8igDZIITJU,169532,4,0
0.703,0.754,6,-7.103,0,0.136,0.0226,0.000744,0.201,0.57,140.101,audio_features,2SojLecJPW9zlNiwzDWmPv,spotify:track:2SojLecJPW9zlNiwzDWmPv,https://api.spotify.com/v1/tracks/2SojLecJPW9zlNiwzDWmPv,https://api.spotify.com/v1/audio-analysis/2SojLecJPW9zlNiwzDWmPv,202286,4,0
0.607,0.553,2,-7.941,0,0.0363,0.0863,4.13e-06,0.165,0.64,131.992,audio_features,7dGJME1DMcRLnx3mn0NIKU,spotify:track:7dGJME1DMcRLnx3mn0NIKU,https://api.spotify.com/v1/tracks/7dGJME1DMcRLnx3mn0NIKU,https://api.spotify.com/v1/audio-analysis/7dGJME1DMcRLnx3mn0NIKU,178333,4,0
0.301,0.957,6,-5.233,1,0.111,0.000379,0.166,0.0948,0.266,119.995,audio_features,19yntuiQGoYkKvhPTEPDf1,spotify:track:19yntuiQGoYkKvhPTEPDf1,https://api.spotify.com/v1/tracks/19yntuiQGoYkKvhPTEPDf1,https://api.spotify.com/v1/audio-analysis/19yntuiQGoYkKvhPTEPDf1,286735,4,0
0.499,0.797,2,-3.77,1,0.0554,0.199,0.0,0.0933,0.408,176.024,audio_features,1G4cdOtF36ZCs6i2dZoC87,spotify:track:1G4cdOtF36ZCs6i2dZoC87,https://api.spotify.com/v1/tracks/1G4cdOtF36ZCs6i2dZoC87,https://api.spotify.com/v1/audio-analysis/1G4cdOtF36ZCs6i2dZoC87,211768,4,0
0.554,0.794,11,-5.417,1,0.035,0.0697,0.0,0.63,0.79,176.01,audio_features,6Ymvlzom4TQeoKqAWsZRD8,spotify:track:6Ymvlzom4TQeoKqAWsZRD8,https://api.spotify.com/v1/tracks/6Ymvlzom4TQeoKqAWsZRD8,https://api.spotify.com/v1/audio-analysis/6Ymvlzom4TQeoKqAWsZRD8,213827,4,0
0.376,0.914,5,-5.61,0,0.0496,0.000221,0.0282,0.113,0.191,96.276,audio_features,3j3QVCJXXZXfgB5sjN1TEY,spotify:track:3j3QVCJXXZXfgB5sjN1TEY,https://api.spotify.com/v1/tracks/3j3QVCJXXZXfgB5sjN1TEY,https://api.spotify.com/v1/audio-analysis/3j3QVCJXXZXfgB5sjN1TEY,357813,4,0
0.628,0.499,3,-9.238,0,0.0487,0.111,0.714,0.0933,0.273,144.021,audio_features,7zc9r8xhooP5gE4gQrnv1t,spotify:track:7zc9r8xhooP5gE4gQrnv1t,https://api.spotify.com/v1/tracks/7zc9r8xhooP5gE4gQrnv1t,https://api.spotify.com/v1/audio-analysis/7zc9r8xhooP5gE4gQrnv1t,256641,4,0
0.404,0.727,8,-6.641,0,0.209,0.176,1.07e-06,0.149,0.925,177.027,audio_features,5IZcMXhoMiUYJz48H3TkuK,spotify:track:5IZcMXhoMiUYJz48H3TkuK,https://api.spotify.com/v1/tracks/5IZcMXhoMiUYJz48H3TkuK,https://api.spotify.com/v1/audio-analysis/5IZcMXhoMiUYJz48H3TkuK,259907,3,0
0.233,0.942,6,-7.969,1,0.179,0.000837,0.896,0.333,0.201,97.366,audio_features,6ey3dpemRsLqNqtvf9i85A,spotify:track:6ey3dpemRsLqNqtvf9i85A,https://api.spotify.com/v1/tracks/6ey3dpemRsLqNqtvf9i85A,https://api.spotify.com/v1/audio-analysis/6ey3dpemRsLqNqtvf9i85A,247581,1,0
0.22,0.954,1,-3.744,1,0.172,0.000178,0.000733,0.369,0.206,197.672,audio_features,33gtSwgOxlxHLqAQftK3IW,spotify:track:33gtSwgOxlxHLqAQftK3IW,https://api.spotify.com/v1/tracks/33gtSwgOxlxHLqAQftK3IW,https://api.spotify.com/v1/audio-analysis/33gtSwgOxlxHLqAQftK3IW,383037,4,0
0.629,0.852,1,-5.094,1,0.0521,0.0865,0.0215,0.263,0.415,104.997,audio_features,7KT7VGnPU5QVXN3q1BOeqb,spotify:track:7KT7VGnPU5QVXN3q1BOeqb,https://api.spotify.com/v1/tracks/7KT7VGnPU5QVXN3q1BOeqb,https://api.spotify.com/v1/audio-analysis/7KT7VGnPU5QVXN3q1BOeqb,215131,4,0
0.848,0.511,2,-8.84,1,0.292,0.28,0.607,0.0868,0.273,124.001,audio_features,16uBpYr9yKMBHSHldRMF0K,spotify:track:16uBpYr9yKMBHSHldRMF0K,https://api.spotify.com/v1/tracks/16uBpYr9yKMBHSHldRMF0K,https://api.spotify.com/v1/audio-analysis/16uBpYr9yKMBHSHldRMF0K,338203,4,0
0.734,0.71,0,-5.956,1,0.237,0.0235,9.72e-05,0.126,0.891,156.576,audio_features,1RxSQxCQKSInGZREvUPjWn,spotify:track:1RxSQxCQKSInGZREvUPjWn,https://api.spotify.com/v1/tracks/1RxSQxCQKSInGZREvUPjWn,https://api.spotify.com/v1/audio-analysis/1RxSQxCQKSInGZREvUPjWn,258427,4,0
0.595,0.852,8,-4.154,1,0.129,0.0489,0.0,0.286,0.201,178.092,audio_features,1GieuvkMLaSeu57s1BRVNP,spotify:track:1GieuvkMLaSeu57s1BRVNP,https://api.spotify.com/v1/tracks/1GieuvkMLaSeu57s1BRVNP,https://api.spotify.com/v1/audio-analysis/1GieuvkMLaSeu57s1BRVNP,157759,4,0
0.732,0.462,5,-10.191,0,0.406,0.126,0.0,0.12,0.117,180.067,audio_features,2iW6Hb6kfrz2K7EhPibFiq,spotify:track:2iW6Hb6kfrz2K7EhPibFiq,https://api.spotify.com/v1/tracks/2iW6Hb6kfrz2K7EhPibFiq,https://api.spotify.com/v1/audio-analysis/2iW6Hb6kfrz2K7EhPibFiq,170057,4,0
0.263,0.922,0,-3.119,1,0.0569,4.11e-05,0.000583,0.372,0.281,93.039,audio_features,7hfqSLe4P7w8Xhf5FWpWIX,spotify:track:7hfqSLe4P7w8Xhf5FWpWIX,https://api.spotify.com/v1/tracks/7hfqSLe4P7w8Xhf5FWpWIX,https://api.spotify.com/v1/audio-analysis/7hfqSLe4P7w8Xhf5FWpWIX,346213,4,0
0.552,0.878,1,-5.767,1,0.0353,0.0585,0.892,0.0746,0.598,176.057,audio_features,2qC1sUo8xxRRqYsaYEdDuZ,spotify:track:2qC1sUo8xxRRqYsaYEdDuZ,https://api.spotify.com/v1/tracks/2qC1sUo8xxRRqYsaYEdDuZ,https://api.spotify.com/v1/audio-analysis/2qC1sUo8xxRRqYsaYEdDuZ,283636,4,0
0.74,0.725,0,-8.487,1,0.0358,0.369,0.243,0.1,0.225,122.012,audio_features,5MTDxdXkmRcNHQGoCDDRj9,spotify:track:5MTDxdXkmRcNHQGoCDDRj9,https://api.spotify.com/v1/tracks/5MTDxdXkmRcNHQGoCDDRj9,https://api.spotify.com/v1/audio-analysis/5MTDxdXkmRcNHQGoCDDRj9,175579,4,0
0.792,0.668,6,-5.67,0,0.0742,0.24,0.371,0.142,0.242,109.956,audio_features,6i3WMnuvd8DtczaGIMJvwC,spotify:track:6i3WMnuvd8DtczaGIMJvwC,https://api.spotify.com/v1/tracks/6i3WMnuvd8DtczaGIMJvwC,https://api.spotify.com/v1/audio-analysis/6i3WMnuvd8DtczaGIMJvwC,157153,4,0
0.657,0.511,5,-6.601,1,0.0277,0.681,0.000136,0.0978,0.299,105.892,audio_features,0GIQqhTJpBvAUwThmUHbPj,spotify:track:0GIQqhTJpBvAUwThmUHbPj,https://api.spotify.com/v1/tracks/0GIQqhTJpBvAUwThmUHbPj,https://api.spotify.com/v1/audio-analysis/0GIQqhTJpBvAUwThmUHbPj,178849,4,0
0.711,0.748,7,-4.044,1,0.0831,0.13,0.0,0.546,0.844,167.972,audio_features,5a1uP3YHcvb4XkucSQGC1c,spotify:track:5a1uP3YHcvb4XkucSQGC1c,https://api.spotify.com/v1/tracks/5a1uP3YHcvb4XkucSQGC1c,https://api.spotify.com/v1/audio-analysis/5a1uP3YHcvb4XkucSQGC1c,155440,4,0
0.643,0.506,5,-6.551,0,0.0265,0.149,0.00336,0.141,0.461,130.066,audio_features,0yixe2v2gvdFjjkYksdITQ,spotify:track:0yixe2v2gvdFjjkYksdITQ,https://api.spotify.com/v1/tracks/0yixe2v2gvdFjjkYksdITQ,https://api.spotify.com/v1/audio-analysis/0yixe2v2gvdFjjkYksdITQ,229970,4,0
0.75,0.725,10,-9.764,0,0.0302,0.0374,0.0417,0.206,0.2,119.985,audio_features,2jYcqzT5RkJaJvdk1PxFGj,spotify:track:2jYcqzT5RkJaJvdk1PxFGj,https://api.spotify.com/v1/tracks/2jYcqzT5RkJaJvdk1PxFGj,https://api.spotify.com/v1/audio-analysis/2jYcqzT5RkJaJvdk1PxFGj,256133,4,0
0.68,0.772,10,-5.995,1,0.0416,0.535,0.0153,0.147,0.376,105.005,audio_features,7vqUr6K2Js9Paq4kdNSOm6,spotify:track:7vqUr6K2Js9Paq4kdNSOm6,https://api.spotify.com/v1/tracks/7vqUr6K2Js9Paq4kdNSOm6,https://api.spotify.com/v1/audio-analysis/7vqUr6K2Js9Paq4kdNSOm6,244510,4,0
0.71,0.686,9,-5.7,0,0.139,0.162,0.00269,0.146,0.548,81.027,audio_features,0GLeMtCBYkh98BqwO5BN7b,spotify:track:0GLeMtCBYkh98BqwO5BN7b,https://api.spotify.com/v1/tracks/0GLeMtCBYkh98BqwO5BN7b,https://api.spotify.com/v1/audio-analysis/0GLeMtCBYkh98BqwO5BN7b,168209,4,0
0.334,0.824,6,-2.513,1,0.0829,0.0225,0.0529,0.0851,0.0401,169.821,audio_features,2mrQ4PrgokqMC8TA4z0yOE,spotify:track:2mrQ4PrgokqMC8TA4z0yOE,https://api.spotify.com/v1/tracks/2mrQ4PrgokqMC8TA4z0yOE,https://api.spotify.com/v1/audio-analysis/2mrQ4PrgokqMC8TA4z0yOE,248471,4,0
0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,audio_features,7fEoXCZTZFosUFvFQg1BmW,spotify:track:7fEoXCZTZFosUFvFQg1BmW,https://api.spotify.com/v1/tracks/7fEoXCZTZFosUFvFQg1BmW,https://api.spotify.com/v1/audio-analysis/7fEoXCZTZFosUFvFQg1BmW,196180,4,0
0.232,0.963,10,-3.295,0,0.131,5.57e-05,0.0161,0.327,0.236,165.431,audio_features,4P4eoKuVe8x6hqTyXk2Zt8,spotify:track:4P4eoKuVe8x6hqTyXk2Zt8,https://api.spotify.com/v1/tracks/4P4eoKuVe8x6hqTyXk2Zt8,https://api.spotify.com/v1/audio-analysis/4P4eoKuVe8x6hqTyXk2Zt8,166902,4,0
0.357,0.943,6,-4.648,1,0.163,5.22e-05,0.00863,0.17,0.311,118.665,audio_features,0FeY1KxlBQhALD6L6IaDog,spotify:track:0FeY1KxlBQhALD6L6IaDog,https://api.spotify.com/v1/tracks/0FeY1KxlBQhALD6L6IaDog,https://api.spotify.com/v1/audio-analysis/0FeY1KxlBQhALD6L6IaDog,173221,3,0
0.214,0.963,1,-4.682,0,0.169,0.000121,0.000279,0.29,0.259,153.004,audio_features,2o1kCaUvxMcBDgb2DZ38aD,spotify:track:2o1kCaUvxMcBDgb2DZ38aD,https://api.spotify.com/v1/tracks/2o1kCaUvxMcBDgb2DZ38aD,https://api.spotify.com/v1/audio-analysis/2o1kCaUvxMcBDgb2DZ38aD,257000,4,0
0.595,0.894,0,-6.529,0,0.191,2.37e-05,0.124,0.488,0.316,144.954,audio_features,3md0vbPVjAthmi7NgQYvcR,spotify:track:3md0vbPVjAthmi7NgQYvcR,https://api.spotify.com/v1/tracks/3md0vbPVjAthmi7NgQYvcR,https://api.spotify.com/v1/audio-analysis/3md0vbPVjAthmi7NgQYvcR,121865,4,0
0.777,0.54,5,-6.717,0,0.076,0.0806,6.81e-06,0.14,0.523,89.922,audio_features,2M6Bh076nMWAuZPFJxFQkU,spotify:track:2M6Bh076nMWAuZPFJxFQkU,https://api.spotify.com/v1/tracks/2M6Bh076nMWAuZPFJxFQkU,https://api.spotify.com/v1/audio-analysis/2M6Bh076nMWAuZPFJxFQkU,150441,4,0
0.548,0.506,4,-7.434,0,0.102,0.203,0.0001,0.0788,0.557,119.987,audio_features,1hg3RlqFZXJb5YgRoK9qmF,spotify:track:1hg3RlqFZXJb5YgRoK9qmF,https://api.spotify.com/v1/tracks/1hg3RlqFZXJb5YgRoK9qmF,https://api.spotify.com/v1/audio-analysis/1hg3RlqFZXJb5YgRoK9qmF,160000,5,0
0.636,0.428,0,-6.512,1,0.0375,0.434,1.02e-05,0.0903,0.32,139.919,audio_features,1Dm4iAvqwYrZjgSFJNW5TG,spotify:track:1Dm4iAvqwYrZjgSFJNW5TG,https://api.spotify.com/v1/tracks/1Dm4iAvqwYrZjgSFJNW5TG,https://api.spotify.com/v1/audio-analysis/1Dm4iAvqwYrZjgSFJNW5TG,181053,4,0
0.596,0.705,6,-8.487,1,0.0527,0.00645,0.26,0.0857,0.162,79.979,audio_features,5bNBfgYP1Xvyk3E4SZbryK,spotify:track:5bNBfgYP1Xvyk3E4SZbryK,https://api.spotify.com/v1/tracks/5bNBfgYP1Xvyk3E4SZbryK,https://api.spotify.com/v1/audio-analysis/5bNBfgYP1Xvyk3E4SZbryK,234870,4,0
0.555,0.933,11,-6.287,0,0.118,0.437,0.307,0.267,0.616,97.878,audio_features,7u0FwjCZoc3uZA4OJtlUrB,spotify:track:7u0FwjCZoc3uZA4OJtlUrB,https://api.spotify.com/v1/tracks/7u0FwjCZoc3uZA4OJtlUrB,https://api.spotify.com/v1/audio-analysis/7u0FwjCZoc3uZA4OJtlUrB,184827,4,0
0.689,0.503,8,-10.061,0,0.101,0.195,0.232,0.0678,0.0634,116.079,audio_features,48o9xqLcWr5sPqNAJF9ft1,spotify:track:48o9xqLcWr5sPqNAJF9ft1,https://api.spotify.com/v1/tracks/48o9xqLcWr5sPqNAJF9ft1,https://api.spotify.com/v1/audio-analysis/48o9xqLcWr5sPqNAJF9ft1,206995,4,0
0.773,0.475,6,-8.773,1,0.0501,0.798,0.589,0.112,0.203,90.835,audio_features,6c6DEpGAvs1rzJkCp1ej8T,spotify:track:6c6DEpGAvs1rzJkCp1ej8T,https://api.spotify.com/v1/tracks/6c6DEpGAvs1rzJkCp1ej8T,https://api.spotify.com/v1/audio-analysis/6c6DEpGAvs1rzJkCp1ej8T,237678,4,0
0.446,0.997,5,-2.686,1,0.11,1.75e-05,0.0222,0.308,0.0416,159.99,audio_features,74Kl9WSj63K7MJOZssDwAF,spotify:track:74Kl9WSj63K7MJOZssDwAF,https://api.spotify.com/v1/tracks/74Kl9WSj63K7MJOZssDwAF,https://api.spotify.com/v1/audio-analysis/74Kl9WSj63K7MJOZssDwAF,168565,4,0
0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,audio_features,2qYsSHsYkihWx043HVJQRV,spotify:track:2qYsSHsYkihWx043HVJQRV,https://api.spotify.com/v1/tracks/2qYsSHsYkihWx043HVJQRV,https://api.spotify.com/v1/audio-analysis/2qYsSHsYkihWx043HVJQRV,229400,4,0
0.514,0.951,9,-3.813,1,0.0603,0.0951,0.0,0.349,0.838,171.96,audio_features,3wx2kQWPn9p5UppQbNhPAk,spotify:track:3wx2kQWPn9p5UppQbNhPAk,https://api.spotify.com/v1/tracks/3wx2kQWPn9p5UppQbNhPAk,https://api.spotify.com/v1/audio-analysis/3wx2kQWPn9p5UppQbNhPAk,192160,4,0
0.818,0.331,1,-10.617,1,0.111,0.0152,0.0,0.119,0.326,85.064,audio_features,1uMMWkJbsMkecvfx96d2F7,spotify:track:1uMMWkJbsMkecvfx96d2F7,https://api.spotify.com/v1/tracks/1uMMWkJbsMkecvfx96d2F7,https://api.spotify.com/v1/audio-analysis/1uMMWkJbsMkecvfx96d2F7,192052,4,0
0.41,0.921,8,-2.984,1,0.0994,3.43e-05,0.0814,0.0345,0.401,163.966,audio_features,1vTplXWSRXH8MiyLim4KVd,spotify:track:1vTplXWSRXH8MiyLim4KVd,https://api.spotify.com/v1/tracks/1vTplXWSRXH8MiyLim4KVd,https://api.spotify.com/v1/audio-analysis/1vTplXWSRXH8MiyLim4KVd,229573,4,0
0.766,0.458,4,-7.679,0,0.127,0.445,0.000146,0.072,0.496,120.612,audio_features,7B2paARxJo6qtdPaVNkbva,spotify:track:7B2paARxJo6qtdPaVNkbva,https://api.spotify.com/v1/tracks/7B2paARxJo6qtdPaVNkbva,https://api.spotify.com/v1/audio-analysis/7B2paARxJo6qtdPaVNkbva,229627,4,0
0.645,0.688,5,-6.166,1,0.0405,0.13,0.000958,0.134,0.16,99.996,audio_features,6x9Ta62pMPqFjpLtc6RpRO,spotify:track:6x9Ta62pMPqFjpLtc6RpRO,https://api.spotify.com/v1/tracks/6x9Ta62pMPqFjpLtc6RpRO,https://api.spotify.com/v1/audio-analysis/6x9Ta62pMPqFjpLtc6RpRO,208500,4,0
0.685,0.607,4,-6.91,0,0.03,0.651,0.874,0.142,0.497,77.504,audio_features,6KXdjv2j74QBKDFzO4DllX,spotify:track:6KXdjv2j74QBKDFzO4DllX,https://api.spotify.com/v1/tracks/6KXdjv2j74QBKDFzO4DllX,https://api.spotify.com/v1/audio-analysis/6KXdjv2j74QBKDFzO4DllX,210814,4,0
0.344,0.816,7,-7.488,1,0.0356,0.0795,0.0173,0.129,0.495,127.991,audio_features,6tT16xMEoz2uYAojcTkj8V,spotify:track:6tT16xMEoz2uYAojcTkj8V,https://api.spotify.com/v1/tracks/6tT16xMEoz2uYAojcTkj8V,https://api.spotify.com/v1/audio-analysis/6tT16xMEoz2uYAojcTkj8V,276527,4,0
0.626,0.398,0,-10.749,1,0.0426,0.562,9.2e-05,0.108,0.254,82.002,audio_features,7piCuE6DVjnko9oTNTqVAO,spotify:track:7piCuE6DVjnko9oTNTqVAO,https://api.spotify.com/v1/tracks/7piCuE6DVjnko9oTNTqVAO,https://api.spotify.com/v1/audio-analysis/7piCuE6DVjnko9oTNTqVAO,208547,4,0
0.285,0.979,11,-2.262,0,0.129,0.00405,0.061,0.267,0.323,165.976,audio_features,2mdxGlwrhtkuxgzbH7LOIh,spotify:track:2mdxGlwrhtkuxgzbH7LOIh,https://api.spotify.com/v1/tracks/2mdxGlwrhtkuxgzbH7LOIh,https://api.spotify.com/v1/audio-analysis/2mdxGlwrhtkuxgzbH7LOIh,465960,4,0
0.721,0.819,9,-5.715,1,0.0269,0.413,0.0,0.196,0.867,96.02,audio_features,2Gy3XMLbBxACZ4tXdFRGr7,spotify:track:2Gy3XMLbBxACZ4tXdFRGr7,https://api.spotify.com/v1/tracks/2Gy3XMLbBxACZ4tXdFRGr7,https://api.spotify.com/v1/audio-analysis/2Gy3XMLbBxACZ4tXdFRGr7,212320,4,0
0.83,0.504,11,-8.92,1,0.452,0.014,2.74e-05,0.11,0.15,157.004,audio_features,1BNvadXnbiSf3ZofMMdDYK,spotify:track:1BNvadXnbiSf3ZofMMdDYK,https://api.spotify.com/v1/tracks/1BNvadXnbiSf3ZofMMdDYK,https://api.spotify.com/v1/audio-analysis/1BNvadXnbiSf3ZofMMdDYK,146773,4,0
0.403,0.611,5,-5.852,1,0.0323,0.308,0.0168,0.117,0.234,156.15,audio_features,1jJeYe1XBYid6aiTcHlBC1,spotify:track:1jJeYe1XBYid6aiTcHlBC1,https://api.spotify.com/v1/tracks/1jJeYe1XBYid6aiTcHlBC1,https://api.spotify.com/v1/audio-analysis/1jJeYe1XBYid6aiTcHlBC1,268733,4,0
0.437,0.971,0,-3.816,1,0.103,0.0643,0.0,0.335,0.0398,135.046,audio_features,1B5N4Uv5ueJw5rbiga5asV,spotify:track:1B5N4Uv5ueJw5rbiga5asV,https://api.spotify.com/v1/tracks/1B5N4Uv5ueJw5rbiga5asV,https://api.spotify.com/v1/audio-analysis/1B5N4Uv5ueJw5rbiga5asV,209034,4,0
0.448,0.99,1,-3.044,0,0.109,2.46e-05,0.0208,0.209,0.314,148.067,audio_features,01PlEMEsHPNmGEzUGYXo7y,spotify:track:01PlEMEsHPNmGEzUGYXo7y,https://api.spotify.com/v1/tracks/01PlEMEsHPNmGEzUGYXo7y,https://api.spotify.com/v1/audio-analysis/01PlEMEsHPNmGEzUGYXo7y,273638,4,0
0.744,0.766,1,-4.674,1,0.192,0.302,0.0,0.0864,0.8,87.987,audio_features,020womZSqTEXnoDptWI6mL,spotify:track:020womZSqTEXnoDptWI6mL,https://api.spotify.com/v1/tracks/020womZSqTEXnoDptWI6mL,https://api.spotify.com/v1/audio-analysis/020womZSqTEXnoDptWI6mL,198542,4,0
